RED_X,RED_Y,BLUE_X,BLUE_Y,turquoise_X,turquoise_Y,darkblue_X,darkblue_Y,green_X,green_Y,purple_X,purple_Y,RED_diameter_nm,RED_K_GPa,BLUE_diameter_nm,BLUE_K_GPa,turquoise_diameter_nm,turquoise_K_GPa,darkblue_diameter_nm,darkblue_K_GPa,green_diameter_nm,green_K_GPa,purple_diameter_nm,purple_K_GPa
0.1110655737704917,0.2341772151898737,0.1111256425073755,0.3719602386147462,0.1110655737704918,0.537974683544304,0.1114754098360655,0.604430379746836,0.1110655737704918,0.4477848101265822,0.1094262295081967,0.6471518987341769,9.003690036900377,0.2341772151898737,8.998823110819172,0.3719602386147462,9.00369003690037,0.537974683544304,8.970588235294123,0.604430379746836,9.00369003690037,0.4477848101265822,9.138576779026218,0.6471518987341769
0.1249999999999999,0.2246835443037973,0.1250492335533318,0.4431071705354847,0.1249999999999999,0.5427215189873422,0.1249999999999999,0.5712025316455698,0.1249999999999999,0.5949367088607596,0.1237704918032786,0.799050632911392,8.000000000000007,0.2246835443037973,7.996850293156843,0.4431071705354847,8.000000000000007,0.5427215189873422,8.000000000000007,0.5712025316455698,8.000000000000007,0.5949367088607596,8.079470198675502,0.799050632911392
0.1430327868852458,0.200949367088608,0.1427308274278413,0.4037973739964506,0.1430327868852458,0.5047468354430382,0.1430327868852458,0.5854430379746831,0.1430327868852458,0.8417721518987347,0.1413934426229507,0.9177215189873418,6.991404011461324,0.200949367088608,7.0061949336456975,0.4037973739964506,6.991404011461324,0.5047468354430382,6.991404011461324,0.5854430379746831,6.991404011461324,0.8417721518987347,7.072463768115948,0.9177215189873418
0.1536885245901638,0.181962025316456,0.1537153907762805,0.4109745739492583,0.1540983606557376,0.5047468354430382,0.1536885245901637,0.6329113924050631,0.1536885245901637,0.6613924050632911,0.1524590163934425,0.9746835443037972,6.506666666666672,0.181962025316456,6.505529439504297,0.4109745739492583,6.489361702127664,0.5047468354430382,6.5066666666666775,0.6329113924050631,6.5066666666666775,0.6613924050632911,6.559139784946241,0.9746835443037972
0.1668032786885245,0.1677215189873422,0.1819200135344747,0.4102095124586098,0.1668032786885245,0.5522151898734178,0.1668032786885245,0.6471518987341769,0.1668032786885244,0.9414556962025312,0.1651639344262293,0.9224683544303796,5.995085995085999,0.1677215189873422,5.496921314874986,0.4102095124586098,5.995085995085999,0.5522151898734178,5.995085995085999,0.6471518987341769,5.995085995086002,0.9414556962025312,6.054590570719611,0.9224683544303796
0.1819672131147539,0.1534810126582275,0.2001242814562483,0.4042546851882296,0.1819672131147539,0.5284810126582276,0.1819672131147539,0.6613924050632911,0.1819672131147539,0.9034810126582284,0.1807377049180326,1.2262658227848098,5.4954954954955015,0.1534810126582275,4.99689489312981,0.4042546851882296,5.4954954954955015,0.5284810126582276,5.4954954954955015,0.6613924050632911,5.4954954954955015,0.9034810126582284,5.53287981859411,1.2262658227848098
0.1999999999999997,0.1297468354430382,0.2501676602086434,0.3872714649726418,0.1999999999999997,0.5237341772151902,0.1999999999999997,0.6566455696202529,0.1999999999999998,0.9651898734177218,0.1987704918032785,1.1977848101265822,5.000000000000007,0.1297468354430382,3.997319234492523,0.3872714649726418,5.000000000000007,0.5237341772151902,5.000000000000007,0.6566455696202529,5.000000000000005,0.9651898734177218,5.030927835051552,1.1977848101265822
0.2106557377049177,0.1202531645569626,0.2666318166610902,0.3813921371914697,0.2106557377049177,0.5332278481012658,0.2106557377049178,0.6993670886075947,0.2106557377049177,1.145569620253164,0.2090163934426227,1.2167721518987338,4.747081712062265,0.1202531645569626,3.750490142258896,0.3813921371914697,4.747081712062265,0.5332278481012658,4.747081712062262,0.6993670886075947,4.747081712062265,1.145569620253164,4.784313725490201,1.2167721518987338
0.2225409836065571,0.1107594936708862,0.2857180875330755,0.3647918819426508,0.2225409836065571,0.5142405063291147,0.2221311475409833,0.6756329113924049,0.2225409836065571,1.0411392405063291,0.220901639344262,1.4588607594936702,4.493554327808477,0.1107594936708862,3.499953428339525,0.3647918819426508,4.493554327808477,0.5142405063291147,4.501845018450191,0.6756329113924049,4.493554327808477,1.0411392405063291,4.526901669758819,1.4588607594936702
0.2352459016393439,0.1012658227848106,0.3077768104261074,0.3405727434567156,0.2352459016393439,0.5284810126582276,0.2352459016393439,0.7373417721518982,0.2352459016393439,1.2594936708860756,0.2340163934426226,1.634493670886076,4.25087108013938,0.1012658227848106,3.2491076849341938,0.3405727434567156,4.25087108013938,0.5284810126582276,4.25087108013938,0.7373417721518982,4.25087108013938,1.2594936708860756,4.273204903677764,1.634493670886076
0.2499999999999996,0.087025316455696,0.3334337647130382,0.3496326821617721,0.2499999999999996,0.537974683544304,0.2499999999999996,0.7610759493670893,0.2499999999999996,1.3259493670886076,0.2483606557377045,2.018987341772151,4.000000000000006,0.087025316455696,2.999096389835103,0.3496326821617721,4.000000000000006,0.537974683544304,4.000000000000006,0.7610759493670893,4.000000000000006,1.3259493670886076,4.026402640264033,2.018987341772151
0.2668032786885242,0.0727848101265822,0.3636276194531458,0.3632818921584739,0.2668032786885242,0.5522151898734178,0.2668032786885242,0.7658227848101267,0.2668032786885242,1.2405063291139244,0.2651639344262291,1.962025316455696,3.7480798771121404,0.0727848101265822,2.7500661294757673,0.3632818921584739,3.7480798771121404,0.5522151898734178,3.7480798771121404,0.7658227848101267,3.7480798771121404,1.2405063291139244,3.7712519319938234,1.962025316455696
0.2856557377049176,0.0015822784810133,0.4000792679217732,0.3446247590941382,0.2856557377049176,0.5427215189873422,0.2856557377049176,0.7943037974683547,0.2856557377049176,1.5253164556962029,0.2844262295081963,2.1329113924050622,3.500717360114783,0.0015822784810133,2.499504673647644,0.3446247590941382,3.500717360114783,0.5427215189873422,3.500717360114783,0.7943037974683547,3.500717360114783,1.5253164556962029,3.5158501440922243,2.1329113924050622
0.3077868852459011,0.0015822784810133,0.4445096033942631,0.3072479254372489,0.3077868852459011,0.5094936708860764,0.3077868852459011,0.6946202531645573,0.3331967213114748,1.5822784810126582,0.3061475409836061,2.5696202531645564,3.2490013315579285,0.0015822784810133,2.249670181170502,0.3072479254372489,3.2490013315579285,0.5094936708860764,3.2490013315579285,0.6946202531645573,3.0012300123001285,1.5822784810126582,3.2663989290495365,2.5696202531645564
0.3336065573770487,0.0015822784810124,0.2106557377049177,0.3955696202531644,0.3331967213114748,0.5474683544303796,0.3331967213114748,0.8322784810126582,0.3077868852459011,2.740506329113924,0.3319672131147536,2.3227848101265813,2.9975429975430017,0.0015822784810124,4.747081712062265,0.3955696202531644,3.0012300123001285,0.5474683544303796,3.0012300123001285,0.8322784810126582,3.2490013315579285,2.740506329113924,3.01234567901235,2.3227848101265813
0.3639344262295076,0.0015822784810124,0.2221311475409833,0.3860759493670889,0.3639344262295076,0.6139240506329116,0.3639344262295076,0.9367088607594932,0.3635245901639338,2.056962025316455,0.3622950819672125,3.3148734177215182,2.747747747747752,0.0015822784810124,4.501845018450191,0.3860759493670889,2.747747747747752,0.6139240506329116,2.747747747747752,0.9367088607594932,2.750845546786927,2.056962025316455,2.760180995475118,3.3148734177215182
0.3999999999999993,0.0015822784810124,0.2352459016393439,0.3860759493670889,0.3999999999999993,0.6091772151898733,0.3999999999999993,0.9936708860759492,0.3999999999999993,1.8481012658227849,0.398770491803278,1.6012658227848102,2.5000000000000044,0.0015822784810124,4.25087108013938,0.3860759493670889,2.5000000000000044,0.6091772151898733,2.5000000000000044,0.9936708860759492,2.5000000000000044,1.8481012658227849,2.507708119218915,1.6012658227848102
0.4446721311475402,0.0015822784810124,0.1663934426229506,0.4240506329113929,0.4446721311475402,0.5522151898734178,0.4446721311475402,0.9984177215189872,0.4446721311475402,3.348101265822784,0.4430327868852451,0.4477848101265822,2.248847926267285,0.0015822784810124,6.009852216748776,0.4240506329113929,2.248847926267285,0.5522151898734178,2.248847926267285,0.9984177215189872,2.248847926267285,3.348101265822784,2.2571692876965814,0.4477848101265822
